237.00,77.00
354.00,147.00
178.00,79.00
207.00,92.00
298.00,227.00
214.00,187.00
286.00,102.00
70.00,127.00
356.00,156.00
227.00,172.00
304.00,55.00
171.00,48.00
292.00,172.00
194.00,62.00
264.00,92.00
81.00,69.00
323.00,47.00
68.00,105.00
28.00,139.00
352.00,94.00
362.00,250.00
262.00,125.00
181.00,125.00
279.00,62.00
128.00,147.00
192.00,40.00
324.00,66.00
273.00,252.00
147.00,114.00
197.00,65.00
409.00,215.00
60.00,132.00
199.00,164.00
250.00,27.00
304.00,175.00
147.00,141.00
165.00,77.00
203.00,104.00
275.00,180.00
346.00,205.00
283.00,186.00
214.00,190.00
453.00,65.00
196.00,80.00
123.00,87.00
307.00,127.00
286.00,146.00
174.00,186.00
326.00,134.00
292.00,170.00
180.00,226.00
314.00,221.00
246.00,118.00
308.00,5.00
198.00,193.00
407.00,108.00
218.00,156.00
337.00,184.00
274.00,175.00
249.00,43.00
285.00,97.00
362.00,192.00
214.00,154.00
239.00,94.00
104.00,56.00
272.00,146.00
194.00,77.00
246.00,167.00
208.00,204.00
212.00,199.00
310.00,124.00
205.00,103.00
272.00,158.00
47.00,48.00
224.00,24.00
261.00,207.00
300.00,114.00
247.00,204.00
178.00,242.00
288.00,111.00
154.00,251.00
313.00,140.00
281.00,115.00
288.00,173.00
257.00,51.00
253.00,97.00
207.00,190.00
364.00,211.00
24.00,88.00
111.00,153.00
152.00,23.00
138.00,89.00
189.00,125.00
409.00,172.00
176.00,114.00
257.00,111.00
73.00,49.00
271.00,179.00
370.00,136.00
323.00,179.00
300.00,104.00
363.00,197.00
198.00,118.00
364.00,201.00
286.00,47.00
181.00,65.00
291.00,106.00
279.00,109.00
353.00,32.00
177.00,199.00
198.00,51.00
206.00,167.00
261.00,30.00
114.00,46.00
119.00,147.00
244.00,28.00
193.00,36.00
124.00,109.00
186.00,157.00
237.00,183.00
165.00,82.00
141.00,146.00
268.00,182.00
399.00,246.00
169.00,120.00
205.00,121.00
331.00,156.00
251.00,57.00
180.00,51.00
71.00,48.00
196.00,178.00
182.00,169.00
223.00,114.00
295.00,180.00
194.00,185.00
322.00,50.00
261.00,204.00
172.00,117.00
289.00,78.00
131.00,57.00
210.00,105.00
363.00,172.00
285.00,169.00
242.00,198.00
184.00,140.00
258.00,125.00
408.00,144.00
216.00,86.00
352.00,171.00
191.00,190.00
187.00,192.00
376.00,131.00
428.00,16.00
369.00,179.00
277.00,166.00
284.00,197.00
279.00,174.00
148.00,86.00
261.00,257.00
291.00,169.00
196.00,77.00
210.00,67.00
223.00,193.00
202.00,45.00
191.00,62.00
206.00,64.00
278.00,100.00
170.00,197.00
246.00,134.00
367.00,20.00
151.00,82.00
300.00,106.00
195.00,177.00
211.00,210.00
417.00,131.00
286.00,164.00
301.00,187.00
245.00,97.00
323.00,185.00
197.00,79.00
414.00,241.00
361.00,174.00
146.00,168.00
38.00,124.00
126.00,184.00
278.00,220.00
153.00,54.00
246.00,1.00
342.00,170.00
205.00,154.00
275.00,106.00
174.00,30.00
417.00,152.00
438.00,123.00
167.00,31.00
210.00,42.00
186.00,111.00
101.00,127.00
292.00,134.00
186.00,178.00
241.00,111.00
249.00,189.00
341.00,7.00
348.00,139.00
254.00,84.00
273.00,102.00
360.00,170.00
358.00,208.00
250.00,144.00
244.00,28.00
239.00,80.00
264.00,91.00
187.00,35.00
145.00,171.00
38.00,65.00
307.00,222.00
139.00,173.00
246.00,168.00
17.00,90.00
108.00,201.00
53.00,73.00
131.00,194.00
194.00,180.00
361.00,156.00
230.00,196.00
319.00,205.00
488.00,111.00
198.00,193.00
246.00,111.00
364.00,171.00
316.00,139.00
179.00,44.00
136.00,33.00
177.00,114.00
262.00,148.00
144.00,113.00
254.00,92.00
160.00,63.00
186.00,174.00
268.00,183.00
259.00,88.00
83.00,116.00
53.00,203.00
184.00,123.00
193.00,183.00
19.00,52.00
213.00,173.00
171.00,64.00
127.00,238.00
190.00,47.00
339.00,151.00
240.00,108.00
144.00,122.00
270.00,179.00
196.00,77.00
271.00,167.00
276.00,97.00
197.00,183.00
154.00,134.00
387.00,152.00
261.00,180.00
384.00,145.00
267.00,181.00
364.00,172.00
179.00,113.00
348.00,72.00
136.00,38.00
158.00,259.00
196.00,190.00
170.00,60.00
190.00,107.00
105.00,39.00
275.00,2.00
198.00,184.00
261.00,216.00
277.00,183.00
293.00,116.00
352.00,150.00
96.00,132.00
22.00,258.00
285.00,165.00
188.00,193.00
212.00,191.00
172.00,186.00
183.00,151.00
193.00,186.00
127.00,147.00
427.00,148.00
158.00,144.00
249.00,159.00
239.00,159.00
311.00,142.00
317.00,165.00
185.00,58.00
187.00,51.00
250.00,60.00
366.00,92.00
222.00,103.00
381.00,79.00
175.00,88.00
366.00,168.00
329.00,115.00
270.00,181.00
290.00,167.00
275.00,188.00
270.00,104.00
252.00,175.00
249.00,285.00
152.00,178.00
286.00,174.00
326.00,111.00
280.00,262.00
274.00,100.00
184.00,192.00
264.00,196.00
297.00,68.00
146.00,76.00
175.00,149.00
235.00,159.00
360.00,200.00
355.00,207.00
136.00,53.00
232.00,215.00
328.00,103.00
292.00,164.00
149.00,170.00
354.00,50.00
26.00,281.00
52.00,103.00
150.00,156.00
245.00,23.00
30.00,156.00
173.00,46.00
146.00,26.00
342.00,82.00
269.00,35.00
116.00,37.00
205.00,167.00
213.00,28.00
176.00,108.00
49.00,166.00
316.00,195.00
349.00,142.00
211.00,205.00
289.00,158.00
365.00,175.00
205.00,175.00
115.00,218.00
255.00,153.00
76.00,134.00
210.00,134.00
287.00,169.00
156.00,47.00
229.00,82.00
292.00,165.00
111.00,115.00
347.00,110.00
288.00,166.00
269.00,89.00
130.00,174.00
221.00,92.00
443.00,181.00
481.00,36.00
274.00,108.00
119.00,127.00
266.00,154.00
277.00,182.00
75.00,177.00
265.00,152.00
141.00,61.00
294.00,34.00
228.00,47.00
328.00,216.00
374.00,147.00
202.00,93.00
388.00,82.00
143.00,56.00
151.00,202.00
115.00,81.00
322.00,173.00
355.00,116.00
295.00,181.00
365.00,203.00
366.00,127.00
172.00,30.00
211.00,99.00
282.00,159.00
199.00,164.00
156.00,209.00
185.00,86.00
184.00,100.00
234.00,41.00
125.00,83.00
301.00,98.00
450.00,79.00
245.00,190.00
363.00,123.00
292.00,89.00
147.00,210.00
257.00,184.00
302.00,162.00
239.00,22.00
316.00,162.00
423.00,98.00
276.00,164.00
260.00,94.00
283.00,80.00
332.00,151.00
190.00,82.00
362.00,178.00
171.00,142.00
412.00,166.00
150.00,162.00
134.00,73.00
230.00,60.00
274.00,132.00
134.00,207.00
295.00,175.00
218.00,181.00
422.00,56.00
223.00,175.00
323.00,210.00
202.00,85.00
175.00,129.00
187.00,133.00
247.00,244.00
371.00,131.00
194.00,81.00
266.00,160.00
364.00,43.00
266.00,104.00
401.00,113.00
271.00,127.00
322.00,51.00
407.00,254.00
454.00,109.00
179.00,54.00
296.00,110.00
176.00,98.00
210.00,159.00
69.00,134.00
199.00,77.00
114.00,184.00
92.00,98.00
370.00,222.00
301.00,171.00
128.00,107.00
295.00,181.00
466.00,133.00
290.00,28.00
285.00,106.00
283.00,187.00
172.00,134.00
119.00,183.00
275.00,153.00
348.00,41.00
187.00,96.00
223.00,162.00
125.00,22.00
297.00,75.00
270.00,43.00
269.00,144.00
267.00,194.00
188.00,183.00
335.00,105.00
317.00,38.00
185.00,48.00
271.00,126.00
285.00,183.00
